id,gender,age_group,goc
18649,Men,Older,Low
18650,Men,Older,Mid
18651,Men,Older,Mid
18652,Men,Young,Low
18653,Women,Middle,Mid
18654,Men,Older,High
18655,Women,Middle,High
18656,Men,Young,Low
18657,Men,Middle,Low
18658,Men,Young,Low
18659,Women,Middle,High
18660,Women,Middle,Low
18661,Men,Older,Low
18662,Men,Young,High
18663,Men,Middle,Low
18664,Men,Older,Low
18665,Men,Middle,Low
18666,Men,Older,High
18667,Men,Older,Mid
18668,Men,Older,Low
18669,Men,Young,Mid
18670,Men,Older,Mid
18671,Men,Older,Mid
18672,Men,Older,Mid
18673,Men,Older,High
18674,Men,Older,Low
18675,Men,Young,Mid
18676,Men,Young,High
18677,Men,Older,Low
18678,Men,Middle,High
18679,Men,Older,Mid
18680,Women,Middle,Mid
18681,Men,Young,Mid
18682,Men,Young,Mid
18683,Men,Middle,High
18684,Men,Middle,Mid
18685,Men,Young,Low
18686,Men,Older,Low
18687,Men,Young,Low
18688,Men,Older,High
18689,Men,Older,Low
18690,Men,Middle,Mid
18691,Men,Middle,Mid
18692,Women,Middle,Mid
18693,Men,Middle,High
18694,Men,Older,Low
18695,Men,Young,Low
18696,Men,Middle,High
18697,Men,Young,Low
18698,Men,Older,Low
18699,Women,Middle,Mid
18700,Men,Older,Low
18701,Women,Middle,Low
18702,Women,Middle,High
18703,Men,Young,High
18704,Men,Young,Mid
18705,Women,Middle,High
18706,Men,Young,Low
18707,Women,Middle,Low
18708,Men,Middle,Mid
18709,Men,Young,Low
18710,Men,Young,Low
18711,Men,Young,Low
18712,Women,Middle,Mid
18713,Men,Older,Low
18714,Men,Older,Low
18715,Men,Young,Mid
18716,Women,Middle,High
18717,Men,Young,Mid
18718,Men,Older,Low
18719,Men,Middle,Low
18720,Men,Middle,High
18721,Men,Middle,Low
18722,Women,Middle,Mid
18723,Women,Middle,Mid
18724,Men,Older,Low
18725,Men,Older,High
18726,Men,Older,Mid
18727,Men,Young,Low
18728,Women,Middle,Low
18729,Women,Middle,Low
18730,Men,Older,Low
18731,Men,Older,Low
18732,Women,Middle,Low
18733,Men,Middle,Mid
18734,Men,Young,High
18735,Men,Middle,Low
18736,Men,Older,Mid
18737,Women,Middle,Low
18738,Men,Young,Low
18739,Men,Middle,Low
18740,Men,Older,Low
18741,Men,Young,Mid
18742,Men,Middle,High
18743,Men,Young,Low
18744,Men,Young,Low
18745,Women,Middle,High
18746,Men,Older,Low
18747,Men,Middle,High
18748,Men,Young,Low
18749,Men,Older,Low
18750,Women,Middle,Mid
18751,Men,Older,High
18752,Men,Young,Mid
18753,Men,Older,Mid
18754,Men,Young,Low
18755,Men,Older,High
18756,Men,Young,Mid
18757,Men,Young,Low
18758,Women,Middle,Mid
18759,Men,Young,Low
18760,Men,Young,Mid
18761,Men,Young,Low
18762,Men,Young,Low
18763,Men,Middle,Low
18764,Men,Older,High
18765,Men,Older,High
18766,Men,Young,High
18767,Men,Young,Low
18768,Men,Middle,Mid
18769,Women,Middle,Mid
18770,Men,Middle,Mid
18771,Men,Young,Mid
18772,Men,Middle,Mid
18773,Men,Young,Low
18774,Men,Young,Low
18775,Men,Older,Mid
18776,Women,Middle,High
18777,Men,Older,Mid
18778,Women,Middle,High
18779,Men,Older,Low
18780,Men,Older,Mid
18781,Men,Older,Low
18782,Men,Young,Low
18783,Women,Middle,Mid
18784,Men,Young,Low
18785,Men,Middle,Mid
18786,Men,Middle,Mid
18787,Women,Middle,Low
18788,Men,Older,Mid
18789,Men,Older,Mid
18790,Men,Older,Low
18791,Men,Young,Mid
18792,Men,Middle,Low
18793,Men,Middle,Mid
18794,Men,Older,Mid
18795,Men,Young,Mid
18796,Women,Middle,High
18797,Men,Young,High
18798,Men,Older,Mid
18799,Women,Middle,High
18800,Men,Young,Low
18801,Men,Older,Low
18802,Men,Young,High
18803,Men,Older,Mid
18804,Men,Young,Low
18805,Men,Young,Low
18806,Men,Young,Low
18807,Men,Young,Mid
18808,Men,Middle,Low
18809,Men,Older,Mid
18810,Men,Older,Mid
18811,Men,Young,Mid
18812,Men,Older,Mid
18813,Women,Middle,Mid
18814,Men,Middle,Low
18815,Men,Older,High
18816,Men,Older,High
18817,Men,Young,Low
18818,Men,Young,Low
18819,Men,Middle,Low
18820,Men,Middle,Mid
18821,Men,Older,Mid
18822,Men,Older,Mid
18823,Men,Older,Mid
18824,Men,Older,Low
18825,Men,Older,Low
18826,Men,Middle,Mid
18827,Women,Middle,Low
18828,Women,Middle,Mid
18829,Men,Older,Mid
18830,Men,Young,Low
18831,Men,Middle,High
18832,Men,Middle,Mid
18833,Men,Middle,Low
18834,Men,Young,Mid
18835,Men,Middle,Mid
18836,Men,Middle,Mid
18837,Men,Young,Mid
18838,Men,Young,Low
18839,Women,Middle,High
18840,Men,Older,Mid
18841,Men,Middle,Mid
18842,Men,Young,High
18843,Men,Older,High
18844,Men,Older,High
18845,Men,Older,High
18846,Men,Middle,Low
18847,Men,Young,Low
18848,Women,Middle,Mid
18849,Men,Older,Mid
18850,Men,Middle,High
18851,Men,Young,Mid
18852,Women,Middle,High
18853,Men,Middle,Mid
18854,Men,Middle,Low
18855,Women,Middle,Low
18856,Men,Older,Mid
18857,Men,Older,Low
18858,Men,Older,Low
18859,Men,Older,Low
18860,Men,Older,High
18861,Men,Young,Mid
18862,Men,Young,Low
18863,Men,Older,Low
18864,Women,Middle,Mid
18865,Men,Older,High
18866,Men,Older,Mid
18867,Men,Older,Mid
18868,Men,Older,Low
18869,Men,Middle,Mid
18870,Women,Middle,Mid
18871,Men,Older,High
18872,Women,Middle,Low
18873,Women,Middle,High
18874,Men,Middle,High
18875,Men,Older,Mid
18876,Men,Young,Mid
18877,Men,Young,Low
18878,Men,Older,Low
18879,Men,Young,High
18880,Women,Middle,High
18881,Men,Young,High
18882,Men,Middle,Mid
18883,Men,Older,Mid
18884,Men,Older,Mid
18885,Men,Older,High
18886,Men,Older,Low
18887,Men,Middle,Mid
18888,Women,Middle,Low
18889,Men,Young,Mid
18890,Men,Middle,Mid
18891,Men,Young,High
18892,Women,Middle,Low
18893,Men,Middle,Low
18894,Men,Older,High
18895,Women,Middle,Low
18896,Women,Middle,High
18897,Men,Middle,Low
18898,Men,Older,Mid
18899,Men,Young,Low
18900,Men,Young,Low
18901,Women,Middle,Low
18902,Men,Young,Low
18903,Men,Older,Mid
18904,Men,Older,Mid
18905,Men,Older,Mid
18906,Men,Young,High
18907,Men,Young,Mid
18908,Men,Older,Low
18909,Men,Young,Low
18910,Men,Middle,Low
18911,Men,Middle,Mid
18912,Men,Young,Mid
18913,Women,Middle,Low
18914,Men,Older,Mid
18915,Men,Middle,Low
18916,Men,Middle,Mid
18917,Men,Older,Mid
18918,Men,Young,Low
18919,Women,Middle,High
18920,Men,Older,Low
18921,Men,Middle,High
18922,Men,Older,Low
18923,Men,Young,Mid
18924,Men,Young,Mid
18925,Men,Young,Low
18926,Women,Middle,Low
18927,Men,Older,Mid
18928,Men,Young,High
18929,Women,Middle,Low
18930,Women,Middle,High
18931,Men,Young,Mid
18932,Men,Older,Low
18933,Men,Middle,Mid
18934,Men,Young,Mid
18935,Men,Middle,High
18936,Men,Older,Mid
18937,Men,Young,Low
18938,Men,Young,Mid
18939,Men,Older,Mid
18940,Men,Older,High
18941,Men,Young,Mid
18942,Men,Older,Mid
18943,Men,Older,High
18944,Men,Middle,High
18945,Men,Middle,Low
18946,Men,Older,High
18947,Men,Older,Low
18948,Men,Older,High
18949,Men,Older,Mid
18950,Men,Young,Low
18951,Men,Older,High
18952,Men,Young,Mid
18953,Men,Young,High
18954,Women,Middle,High
18955,Men,Older,Low
18956,Men,Young,High
18957,Men,Older,Mid
18958,Men,Older,High
18959,Women,Middle,Low
18960,Men,Older,High
18961,Men,Older,Low
18962,Men,Older,Mid
18963,Men,Middle,Low
18964,Women,Middle,Mid
18965,Men,Young,Low
18966,Men,Young,Low
18967,Men,Older,Low
18968,Men,Young,Low
18969,Men,Older,Low
18970,Men,Middle,Low
18971,Men,Young,High
18972,Men,Young,Low
18973,Men,Middle,High
18974,Men,Older,Mid
18975,Women,Middle,Mid
18976,Men,Older,Mid
18977,Men,Young,Mid
18978,Men,Older,Low
18979,Men,Older,High
18980,Men,Older,High
18981,Men,Older,Mid
18982,Women,Middle,High
18983,Women,Middle,High
18984,Men,Middle,High
18985,Men,Young,Low
18986,Men,Young,Low
18987,Men,Older,High
18988,Men,Older,Mid
18989,Men,Older,Mid
18990,Men,Young,High
18991,Men,Young,Mid
18992,Women,Middle,High
18993,Men,Older,High
18994,Women,Middle,High
18995,Men,Older,Mid
18996,Men,Older,Low
18997,Men,Young,High
18998,Men,Middle,High
18999,Men,Older,Low
19000,Men,Young,Low
19001,Men,Young,Low
19002,Men,Young,Low
19003,Women,Middle,Low
19004,Men,Older,Low
19005,Men,Young,Low
19006,Men,Older,Low
19007,Men,Middle,Low
19008,Men,Young,High
19009,Men,Older,Mid
19010,Men,Middle,Low
19011,Men,Older,Low
19012,Women,Middle,Low
19013,Men,Middle,Mid
19014,Men,Young,Low
19015,Women,Middle,Low
19016,Men,Older,Mid
19017,Men,Older,High
19018,Women,Middle,Low
19019,Men,Young,High
19020,Men,Young,Mid
19021,Women,Middle,Mid
19022,Men,Older,Mid
19023,Men,Middle,Low
19024,Men,Young,Low
19025,Men,Middle,High
19026,Men,Middle,High
19027,Women,Middle,Low
19028,Men,Older,High
19029,Men,Young,Mid
19030,Men,Older,Low
19031,Men,Older,Mid
19032,Men,Older,High
19033,Men,Middle,Mid
19034,Men,Young,Low
19035,Men,Older,Mid
19036,Men,Middle,High
19037,Men,Middle,Low
19038,Men,Young,Mid
19039,Women,Middle,High
19040,Men,Young,Mid
19041,Men,Middle,Low
19042,Men,Young,Low
19043,Men,Young,Mid
19044,Men,Older,High
19045,Women,Middle,Mid
19046,Men,Young,Low
19047,Men,Young,Low
19048,Men,Older,Low
19049,Men,Older,Mid
19050,Men,Older,Mid
19051,Men,Young,Mid
19052,Men,Young,Mid
19053,Men,Older,High
19054,Men,Young,Low
19055,Men,Middle,Low
19056,Men,Young,Low
19057,Men,Young,Low
19058,Men,Older,Mid
19059,Men,Older,Mid
19060,Men,Older,Low
19061,Men,Older,Mid
19062,Men,Middle,Low
19063,Men,Older,Low
19064,Men,Older,Low
19065,Men,Young,Mid
19066,Men,Young,High
19067,Men,Middle,Mid
19068,Men,Older,Mid
19069,Men,Older,Low
19070,Men,Young,Mid
19071,Women,Middle,Low
19072,Men,Middle,High
19073,Men,Young,Mid
19074,Men,Middle,High
19075,Men,Young,Mid
19076,Men,Middle,Mid
19077,Women,Middle,High
19078,Men,Older,High
19079,Men,Older,Mid
19080,Women,Middle,Mid
19081,Men,Young,Low
19082,Men,Older,Low
19083,Men,Older,Low
19084,Men,Young,Mid
19085,Women,Middle,Mid
19086,Men,Older,High
19087,Men,Young,Low
19088,Men,Older,High
19089,Women,Middle,Mid
19090,Men,Middle,Low
19091,Men,Middle,High
19092,Men,Young,Low
19093,Women,Middle,Low
19094,Women,Middle,Mid
19095,Men,Young,Mid
19096,Men,Older,Low
19097,Men,Older,High
19098,Women,Middle,Low
19099,Men,Older,Low
19100,Men,Young,Mid
19101,Men,Young,Low
19102,Men,Young,High
19103,Men,Middle,High
19104,Men,Young,Low
19105,Men,Middle,Low
19106,Men,Older,Low
19107,Women,Middle,High
19108,Men,Older,High
19109,Men,Middle,Low
19110,Men,Middle,High
19111,Men,Middle,Low
19112,Men,Young,Mid
19113,Men,Older,Low
19114,Men,Older,Mid
19115,Women,Middle,Mid
19116,Men,Older,Mid
19117,Men,Young,Mid
19118,Men,Middle,High
19119,Men,Young,Low
19120,Men,Middle,Mid
19121,Women,Middle,Low
19122,Men,Young,High
19123,Women,Middle,Low
19124,Men,Middle,Low
19125,Men,Young,Low
19126,Men,Older,High
19127,Men,Young,Mid
19128,Men,Young,Mid
19129,Men,Older,Mid
19130,Men,Middle,Mid
19131,Men,Older,Low
19132,Men,Older,High
19133,Men,Older,Low
19134,Men,Older,Mid
19135,Men,Young,Low
19136,Men,Older,Mid
19137,Men,Older,Low
19138,Women,Middle,Low
19139,Men,Older,Low
19140,Women,Middle,Low
19141,Men,Middle,Mid
19142,Men,Middle,High
19143,Men,Older,Mid
19144,Men,Young,Low
19145,Men,Older,Mid
19146,Men,Older,High
19147,Men,Young,Mid
19148,Men,Young,High
19149,Men,Older,Mid
19150,Men,Middle,Low
19151,Men,Older,High
19152,Men,Young,Low
19153,Men,Young,Low
19154,Men,Young,Low
19155,Women,Middle,Mid
19156,Men,Young,Mid
19157,Men,Young,Low
19158,Men,Older,Mid
19159,Men,Middle,Mid
19160,Men,Older,Low
19161,Men,Middle,Mid
19162,Men,Middle,Low
19163,Men,Young,Mid
19164,Men,Young,Low
19165,Men,Young,Low
19166,Women,Middle,Mid
19167,Women,Middle,Low
19168,Men,Middle,Low
19169,Men,Middle,Mid
19170,Men,Older,Mid
19171,Men,Older,Low
19172,Men,Older,High
19173,Women,Middle,Mid
19174,Men,Older,Low
19175,Men,Young,Low
19176,Women,Middle,Mid
19177,Men,Young,Mid
19178,Women,Middle,Mid
19179,Women,Middle,Low
19180,Men,Middle,Low
19181,Men,Young,Mid
19182,Men,Older,Low
19183,Men,Older,High
19184,Women,Middle,Mid
19185,Men,Older,Mid
19186,Men,Older,Low
19187,Men,Young,Low
19188,Women,Middle,Low
19189,Men,Middle,Low
19190,Men,Middle,High
19191,Men,Older,Mid
19192,Women,Middle,Mid
19193,Men,Middle,Low
19194,Men,Middle,Low
19195,Women,Middle,Mid
19196,Men,Middle,Low
19197,Men,Older,High
19198,Men,Older,Mid
19199,Men,Middle,Mid
19200,Men,Older,Mid
19201,Men,Young,Low
19202,Men,Young,Low
19203,Women,Middle,High
19204,Men,Older,High
19205,Men,Young,Low
19206,Women,Middle,Low
19207,Women,Middle,High
19208,Men,Middle,Low
19209,Men,Older,Mid
19210,Men,Middle,Low
19211,Women,Middle,High
19212,Women,Middle,Mid
19213,Men,Young,Low
19214,Men,Young,Mid
19215,Men,Middle,Low
19216,Men,Older,Low
19217,Men,Older,Mid
19218,Men,Older,Mid
19219,Men,Middle,Low
19220,Men,Young,Mid
19221,Men,Middle,High
19222,Men,Young,Low
19223,Women,Middle,High
19224,Men,Young,Low
19225,Men,Older,Mid
19226,Men,Young,Low
19227,Men,Older,High
19228,Men,Young,High
19229,Men,Young,Low
19230,Men,Young,Low
19231,Men,Older,High
19232,Men,Older,Mid
19233,Men,Middle,Low
19234,Women,Middle,Low
19235,Women,Middle,Mid
19236,Men,Young,Mid
19237,Men,Middle,Low
19238,Women,Middle,Mid
19239,Men,Young,Low
19240,Men,Young,Low
19241,Women,Middle,Low
19242,Women,Middle,Mid
19243,Men,Middle,Mid
19244,Men,Young,High
19245,Men,Older,Mid
19246,Men,Older,Mid
19247,Men,Older,Low
19248,Men,Middle,Low
19249,Men,Older,Mid
19250,Men,Middle,Mid
19251,Men,Older,Low
19252,Women,Middle,High
19253,Men,Older,High
19254,Men,Young,Mid
19255,Men,Older,Low
19256,Men,Older,Mid
19257,Men,Young,High
19258,Men,Older,Mid
19259,Men,Young,Low
19260,Men,Older,High
19261,Men,Middle,Mid
19262,Men,Young,Low
19263,Women,Middle,Mid
19264,Men,Older,Mid
19265,Women,Middle,Low
19266,Men,Young,Low
19267,Men,Young,Mid
19268,Men,Older,Mid
19269,Women,Middle,Low
19270,Men,Older,Low
19271,Women,Middle,Low
19272,Women,Middle,High
19273,Men,Older,Low
19274,Men,Middle,Low
19275,Men,Older,Low
19276,Men,Older,Mid
19277,Men,Young,Mid
19278,Men,Older,High
19279,Men,Young,Mid
19280,Men,Young,Low
19281,Women,Middle,Mid
19282,Women,Middle,Low
19283,Women,Middle,High
19284,Women,Middle,High
19285,Women,Middle,Low
19286,Men,Older,Low
19287,Men,Middle,Mid
19288,Men,Older,Low
19289,Men,Young,Low
19290,Men,Young,Mid
19291,Women,Middle,Low
19292,Men,Middle,Low
19293,Men,Young,Low
19294,Men,Older,High
19295,Men,Young,High
19296,Men,Older,Mid
19297,Men,Middle,Mid
19298,Men,Older,Mid
19299,Men,Older,High
19300,Women,Middle,Mid
19301,Men,Middle,High
19302,Men,Middle,Low
19303,Men,Older,Mid
19304,Men,Young,Mid
19305,Men,Middle,Low
19306,Women,Middle,Mid
19307,Women,Middle,Low
19308,Men,Older,Low
19309,Men,Young,Low
19310,Men,Young,Low
19311,Women,Middle,Low
19312,Women,Middle,Mid
19313,Men,Older,Low
19314,Men,Older,High
19315,Women,Middle,Mid
19316,Men,Middle,Mid
19317,Men,Young,Low
19318,Men,Older,High
19319,Men,Older,Low
19320,Men,Older,High
19321,Men,Middle,Low
19322,Men,Older,Mid
19323,Men,Young,Low
19324,Men,Middle,Low
19325,Men,Older,High
19326,Women,Middle,Low
19327,Men,Older,Low
19328,Men,Young,Mid
19329,Men,Young,Low
19330,Women,Middle,Mid
19331,Men,Older,Low
19332,Women,Middle,Low
19333,Men,Older,High
19334,Men,Young,Mid
19335,Men,Young,Low
19336,Men,Older,Low
19337,Men,Older,High
19338,Men,Older,Mid
19339,Women,Middle,Low
19340,Men,Older,Low
19341,Men,Older,Low
19342,Men,Middle,Mid
19343,Men,Older,High
19344,Men,Older,High
19345,Men,Middle,Low
19346,Women,Middle,Low
19347,Men,Middle,High
19348,Men,Young,Low
19349,Men,Middle,Mid
19350,Men,Middle,Low
19351,Women,Middle,Low
19352,Women,Middle,Mid
19353,Women,Middle,Mid
19354,Men,Young,Low
19355,Men,Older,Mid
19356,Men,Older,High
19357,Men,Middle,High
19358,Women,Middle,Low
19359,Men,Older,Low
19360,Men,Older,Mid
19361,Women,Middle,High
19362,Women,Middle,Low
19363,Men,Young,Low
19364,Men,Young,Low
19365,Men,Older,Mid
19366,Men,Older,Low
19367,Men,Young,Low
19368,Men,Older,Mid
19369,Men,Older,Low
19370,Women,Middle,Low
19371,Men,Young,Low
19372,Women,Middle,Low
19373,Men,Young,Mid
19374,Women,Middle,Mid
19375,Men,Older,High
19376,Men,Older,High
19377,Men,Middle,Low
19378,Men,Middle,Low
19379,Men,Older,Mid
19380,Men,Young,Low
19381,Men,Older,High
19382,Women,Middle,Low
19383,Men,Middle,Mid
19384,Men,Young,Low
19385,Women,Middle,Mid
19386,Men,Older,High
19387,Men,Older,Mid
19388,Men,Young,Low
19389,Women,Middle,High
19390,Men,Older,High
19391,Men,Older,Mid
19392,Men,Young,Low
19393,Men,Middle,Mid
19394,Men,Young,Mid
19395,Men,Older,Mid
19396,Men,Older,Low
19397,Men,Young,Low
19398,Men,Young,Low
19399,Men,Middle,Low
19400,Men,Young,Low
19401,Women,Middle,Low
19402,Women,Middle,Low
19403,Men,Young,Low
19404,Women,Middle,Mid
19405,Men,Young,Low
19406,Men,Young,Low
19407,Men,Young,Mid
19408,Women,Middle,Low
19409,Men,Young,Low
19410,Men,Young,Low
19411,Men,Young,Low
19412,Men,Older,High
19413,Men,Young,Low
19414,Women,Middle,Low
19415,Men,Older,Mid
19416,Women,Middle,High
19417,Men,Young,Low
19418,Men,Older,Mid
19419,Men,Middle,High
19420,Men,Older,Low
19421,Men,Middle,Mid
19422,Men,Older,Mid
19423,Men,Older,Low
19424,Men,Young,Low
19425,Men,Middle,Mid
19426,Men,Young,Low
19427,Men,Middle,Low
19428,Men,Middle,High
19429,Men,Older,Mid
19430,Men,Older,High
19431,Men,Middle,Low
19432,Men,Middle,High
19433,Men,Middle,Mid
19434,Men,Older,Mid
19435,Men,Older,Mid
19436,Women,Middle,Low
19437,Men,Older,Mid
19438,Men,Middle,Low
19439,Men,Older,Mid
19440,Women,Middle,Low
19441,Men,Young,Low
19442,Men,Older,Low
19443,Men,Middle,Mid
19444,Men,Older,High
19445,Men,Young,Low
19446,Men,Middle,High
19447,Women,Middle,High
19448,Men,Middle,Low
19449,Men,Older,Low
19450,Men,Young,Low
19451,Men,Middle,Low
19452,Women,Middle,Mid
19453,Men,Middle,Mid
19454,Men,Middle,Mid
19455,Men,Older,Mid
19456,Women,Middle,Low
19457,Men,Middle,Low
19458,Men,Older,Mid
19459,Men,Young,High
19460,Men,Older,Low
19461,Men,Older,High
19462,Men,Middle,High
19463,Men,Young,Low
19464,Men,Young,Low
19465,Men,Older,High
19466,Men,Young,Low
19467,Men,Older,High
19468,Men,Older,Mid
19469,Men,Young,Low
19470,Men,Older,Mid
19471,Men,Young,Mid
19472,Women,Middle,Mid
19473,Men,Young,Mid
19474,Men,Young,Mid
19475,Men,Middle,Mid
19476,Men,Young,Mid
19477,Men,Older,Low
19478,Women,Middle,High
19479,Men,Middle,Low
19480,Men,Older,Low
19481,Men,Middle,High
19482,Men,Older,Low
19483,Men,Older,Mid
19484,Men,Older,Mid
19485,Men,Older,Mid
19486,Women,Middle,High
19487,Men,Older,High
19488,Men,Young,High
19489,Women,Middle,Mid
19490,Men,Young,Low
19491,Men,Older,Mid
19492,Women,Middle,High
19493,Men,Young,Low
19494,Men,Middle,High
19495,Men,Middle,High
19496,Women,Middle,Mid
19497,Men,Older,Low
19498,Men,Older,High
19499,Men,Middle,Mid
19500,Men,Young,Low
19501,Men,Older,Mid
19502,Men,Young,Low
19503,Women,Middle,Mid
19504,Men,Middle,Mid
19505,Men,Young,Mid
19506,Women,Middle,Mid
19507,Women,Middle,Mid
19508,Women,Middle,Mid
19509,Men,Middle,Mid
19510,Men,Young,Low
19511,Women,Middle,High
19512,Men,Older,Low
19513,Women,Middle,High
19514,Women,Middle,Mid
19515,Women,Middle,Low
19516,Women,Middle,Mid
19517,Men,Older,Mid
19518,Men,Young,High
19519,Men,Older,Low
19520,Men,Older,Mid
19521,Women,Middle,Mid
19522,Men,Older,High
19523,Men,Young,Low
19524,Men,Young,Low
19525,Men,Young,Low
19526,Men,Young,Low
19527,Men,Middle,Mid
19528,Men,Older,Mid
19529,Men,Older,Low
19530,Men,Middle,Low
19531,Men,Young,Mid
19532,Women,Middle,Mid
19533,Men,Middle,Mid
19534,Men,Young,High
19535,Men,Young,Mid
19536,Men,Young,High
19537,Women,Middle,Mid
19538,Men,Older,Mid
19539,Women,Middle,Mid
19540,Women,Middle,Low
19541,Men,Middle,Low
19542,Women,Middle,High
19543,Women,Middle,Low
19544,Men,Older,Low
19545,Men,Middle,Mid
19546,Men,Young,Low
19547,Women,Middle,Mid
19548,Women,Middle,Low
19549,Men,Older,High
19550,Women,Middle,Low
19551,Men,Older,High
19552,Men,Older,High
19553,Men,Middle,Low
19554,Men,Older,High
19555,Men,Young,Low
19556,Men,Middle,Mid
19557,Men,Older,High
19558,Men,Older,Mid
19559,Women,Middle,Mid
19560,Men,Young,Mid
19561,Men,Older,High
19562,Men,Young,High
19563,Men,Young,Low
19564,Men,Young,Low
19565,Men,Middle,Mid
19566,Men,Young,High
19567,Men,Older,Mid
19568,Men,Older,High
19569,Men,Middle,Low
19570,Men,Young,Mid
19571,Men,Young,Mid
19572,Men,Young,Mid
19573,Men,Young,Low
19574,Men,Young,Low
19575,Men,Young,Mid
19576,Men,Middle,Low
19577,Women,Middle,Low
19578,Women,Middle,Mid
19579,Men,Middle,Low
19580,Men,Middle,High
19581,Men,Older,Mid
19582,Women,Middle,Low
19583,Men,Middle,Low
19584,Men,Young,Mid
19585,Women,Middle,High
19586,Men,Older,Mid
19587,Men,Older,Low
19588,Men,Older,Mid
19589,Men,Older,Low
19590,Men,Older,High
19591,Men,Young,High
19592,Men,Older,Low
19593,Men,Older,Mid
19594,Men,Older,Mid
19595,Men,Young,Low
19596,Men,Middle,High
19597,Men,Older,Low
19598,Men,Middle,Mid
19599,Men,Young,Mid
19600,Men,Middle,High
19601,Men,Older,Mid
19602,Men,Older,Mid
19603,Men,Older,Mid
19604,Men,Young,Low
19605,Men,Older,Mid
19606,Men,Young,Low
19607,Men,Older,High
19608,Men,Middle,Mid
19609,Men,Middle,Mid
19610,Women,Middle,Mid
19611,Men,Middle,Low
19612,Women,Middle,Mid
19613,Men,Older,Mid
19614,Men,Young,Low
19615,Men,Older,Low
19616,Men,Older,Low
19617,Men,Middle,Mid
19618,Men,Young,Mid
19619,Men,Older,Mid
19620,Men,Older,Low
19621,Men,Young,Low
19622,Men,Young,Mid
19623,Men,Young,Low
19624,Women,Middle,High
19625,Men,Young,High
19626,Men,Middle,Low
19627,Men,Older,Mid
19628,Men,Young,Low
19629,Men,Middle,High
19630,Women,Middle,High
19631,Men,Older,Mid
19632,Women,Middle,High
19633,Men,Older,Mid
19634,Men,Older,Mid
19635,Men,Young,Low
19636,Women,Middle,Low
19637,Men,Young,High
19638,Men,Older,High
19639,Men,Middle,High
19640,Men,Young,Mid
19641,Men,Middle,Mid
19642,Women,Middle,Low
19643,Men,Older,Mid
19644,Men,Middle,Low
19645,Men,Older,Low
19646,Men,Older,Mid
19647,Women,Middle,High
19648,Men,Older,Mid
19649,Men,Young,Mid
19650,Women,Middle,Low
19651,Men,Older,Low
19652,Men,Older,Low
19653,Men,Middle,Low
19654,Men,Middle,Low
19655,Men,Young,High
19656,Men,Middle,Mid
19657,Men,Young,Low
19658,Men,Young,Mid
19659,Men,Older,High
19660,Men,Young,Low
19661,Men,Middle,Mid
19662,Men,Older,Low
19663,Men,Young,Mid
19664,Women,Middle,Low
19665,Men,Middle,Low
19666,Women,Middle,Low
19667,Women,Middle,Low
19668,Men,Young,Mid
19669,Men,Young,Mid
19670,Men,Young,Low
19671,Women,Middle,Mid
19672,Women,Middle,Low
19673,Women,Middle,Mid
19674,Men,Young,Low
19675,Women,Middle,High
19676,Men,Young,Mid
19677,Women,Middle,High
